show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s3806,Movie,Wanda Sykes: Not Normal,"May 21, 2019",2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
s3807,TV Show,Prince of Peoria,"May 20, 2019",2019,TV-G,2 Seasons,"Kids' TV, TV Comedies",A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.
s3808,TV Show,Rosario Tijeras,"May 20, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.
s3809,TV Show,1994,"May 17, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio."
s3810,Movie,Born in Gaza,"May 17, 2019",2014,TV-14,70 min,"Documentaries, International Movies",This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.
s3811,Movie,Born in Syria,"May 17, 2019",2016,TV-14,87 min,"Documentaries, International Movies",This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.
s3812,Movie,Dying to Tell,"May 17, 2019",2018,TV-MA,88 min,"Documentaries, International Movies","Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work."
s3813,TV Show,It's Bruno!,"May 17, 2019",2019,TV-MA,1 Season,TV Comedies,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect."
s3814,Movie,Maria,"May 17, 2019",2019,TV-MA,90 min,"Action & Adventure, International Movies","An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts."
s3815,Movie,ReMastered: The Lion's Share,"May 17, 2019",2019,TV-14,84 min,"Documentaries, Music & Musicals","After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation."
s3816,Movie,Saverio Raimondo: Il Satiro Parlante,"May 17, 2019",2019,TV-MA,53 min,Stand-Up Comedy,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights."
s3817,Movie,See You Yesterday,"May 17, 2019",2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers","As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
s3818,TV Show,White Gold,"May 17, 2019",2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window."
s3819,Movie,Good Sam,"May 16, 2019",2019,TV-PG,90 min,"Children & Family Movies, Dramas",A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
s3820,Movie,Jonaki,"May 16, 2019",2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies","In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
s3821,Movie,PATRICK (2019),"May 16, 2019",2019,TV-PG,94 min,"Children & Family Movies, Comedies","When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life."
s3822,TV Show,Dennis and Gnasher Unleashed,"May 15, 2019",2017,TV-Y,1 Season,"British TV Shows, Kids' TV, TV Comedies","Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown."
s3823,Movie,Hamid,"May 15, 2019",2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies","Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up."
s3824,TV Show,"Heidi, bienvenida a casa","May 15, 2019",2017,TV-Y,1 Season,"Kids' TV, Spanish-Language TV Shows","Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city."
s3825,TV Show,I Hear You,"May 15, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show."
s3826,Movie,Backdraft 2,"May 14, 2019",2019,R,102 min,"Action & Adventure, Dramas","In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption."
s3827,TV Show,Revisions,"May 14, 2019",2018,TV-14,1 Season,"Anime Series, International TV Shows","When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions."
s3828,Movie,Still LAUGH-IN: The Stars Celebrate,"May 14, 2019",2019,TV-MA,61 min,Comedies,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more."
s3829,Movie,Weed the People,"May 14, 2019",2018,TV-MA,94 min,Documentaries,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
s3830,Movie,Malibu Rescue,"May 13, 2019",2019,TV-G,70 min,"Children & Family Movies, Comedies","When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
s3831,Movie,Merata: How Mum Decolonised the Screen,"May 12, 2019",2018,TV-14,88 min,Documentaries,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
s3832,TV Show,The Defected,"May 12, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department."
s3833,Movie,Dry Martina,"May 11, 2019",2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
s3834,Movie,Shéhérazade,"May 11, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp."
s3835,Movie,The Great Magician,"May 11, 2019",2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas","In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals."
s3836,TV Show,Easy,"May 10, 2019",2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas","This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture."
s3837,Movie,In Family I Trust,"May 10, 2019",2018,TV-MA,98 min,"Comedies, Dramas, International Movies","After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel."
s3838,TV Show,Jailbirds,"May 10, 2019",2019,TV-MA,1 Season,"Docuseries, Reality TV","At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside."
s3839,TV Show,The Mechanism,"May 10, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.
s3840,TV Show,The Princess Weiyoung,"May 10, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.
s3841,TV Show,The Society,"May 10, 2019",2019,TV-MA,1 Season,"TV Dramas, Teen TV Shows","When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive."
s3842,Movie,Wine Country,"May 10, 2019",2019,R,104 min,Comedies,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute."
s3843,Movie,Gatao 2: Rise of the King,"May 9, 2019",2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies","When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss."
s3844,TV Show,Away From Home,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
s3845,TV Show,Bibik-Bibikku,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Comedies","When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results."
s3846,TV Show,Cinta 100KG,"May 8, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals."
s3847,TV Show,Cinta Iris,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life."
s3848,TV Show,Cinta Si Wedding Planner,"May 8, 2019",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.
s3849,TV Show,Cinta Teruna Kimchi,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas","When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self."
s3850,TV Show,Secret of Success,"May 8, 2019",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.
s3851,TV Show,The Missing Menu,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.
s3852,TV Show,Unchained Fate,"May 8, 2019",2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more."
s3853,TV Show,Abyss,"May 7, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize."
s3854,TV Show,I Have a Script,"May 7, 2019",2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts."
s3855,TV Show,In the Bosom of a Thorn,"May 7, 2019",2019,TV-14,1 Season,"International TV Shows, TV Dramas","After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later."
s3856,TV Show,The Writer,"May 7, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies."
